Pcer_004238-RA Pfrut_003312-RA
Pcer_094820-RA Pfrut_072310-RA
Pcer_003543-RA Pfrut_009409-RA
Pcer_017313-RA Pfrut_065514-RA
Pcer_024558-RA Pfrut_006818-RA
Pcer_016527-RA Pfrut_053540-RA
Pcer_003227-RA Pfrut_081635-RA
Pcer_072804-RA Pfrut_055396-RA
Pcer_072802-RA Pfrut_055397-RA
Pcer_024801-RA Pfrut_024553-RA
Pcer_016690-RA Pfrut_053365-RA
Pcer_062036-RA Pfrut_045284-RA
Pcer_062033-RA Pfrut_045280-RA
Pcer_025768-RA Pfrut_078655-RA
Pcer_072806-RA Pfrut_055394-RA
Pcer_004796-RA Pfrut_002723-RA
Pcer_075761-RA Pfrut_063807-RA
Pcer_000470-RA Pfrut_005155-RA
Pcer_016043-RA Pfrut_021804-RA
Pcer_054848-RA Pfrut_032280-RA
Pcer_002266-RA Pfrut_086419-RA
Pcer_093262-RA Pfrut_021039-RA
Pcer_025679-RA Pfrut_078766-RA
Pcer_003938-RA Pfrut_056592-RA
Pcer_060787-RA Pfrut_035326-RA
Pcer_015867-RA Pfrut_037504-RA
Pcer_002671-RA Pfrut_086852-RA
Pcer_002670-RA Pfrut_086850-RA
Pcer_016840-RA Pfrut_024732-RA
Pcer_016839-RA Pfrut_024731-RA
Pcer_073774-RA Pfrut_057774-RA
Pcer_061944-RA Pfrut_073297-RA
Pcer_000341-RA Pfrut_022492-RA
Pcer_000340-RA Pfrut_022491-RA
Pcer_017541-RA Pfrut_092391-RA
Pcer_037441-RA Pfrut_011372-RA
Pcer_037496-RA Pfrut_051902-RA
Pcer_053441-RA Pfrut_054679-RA
Pcer_063141-RA Pfrut_010988-RA
Pcer_093261-RA Pfrut_021038-RA
Pcer_062355-RA Pfrut_045619-RA
Pcer_004111-RA Pfrut_003430-RA
Pcer_004109-RA Pfrut_003431-RA
Pcer_062834-RA Pfrut_046101-RA
Pcer_094670-RA Pfrut_030627-RA
Pcer_094666-RA Pfrut_030630-RA
Pcer_025140-RA Pfrut_099754-RA
Pcer_004977-RA Pfrut_002531-RA
Pcer_073839-RA Pfrut_072572-RA
Pcer_061686-RA Pfrut_101259-RA
Pcer_093414-RA Pfrut_024242-RA
Pcer_093416-RA Pfrut_024240-RA
Pcer_037903-RA Pfrut_000205-RA
Pcer_039505-RA Pfrut_012190-RA
Pcer_024437-RA Pfrut_043950-RA
Pcer_024436-RA Pfrut_043951-RA
Pcer_004818-RA Pfrut_002702-RA
Pcer_004817-RA Pfrut_009800-RA
Pcer_061057-RA Pfrut_058107-RA
Pcer_001035-RA Pfrut_074538-RA
Pcer_039697-RA Pfrut_002077-RA
Pcer_002896-RA Pfrut_059518-RA
Pcer_094874-RA Pfrut_031460-RA
Pcer_094990-RA Pfrut_072137-RA
Pcer_003242-RA Pfrut_081647-RA
Pcer_038968-RA Pfrut_061381-RA
Pcer_038008-RA Pfrut_000312-RA
Pcer_094551-RA Pfrut_030777-RA
Pcer_004537-RA Pfrut_002993-RA
Pcer_005221-RA Pfrut_035810-RA
Pcer_023611-RA Pfrut_037804-RA
Pcer_073371-RA Pfrut_056000-RA
Pcer_025512-RA Pfrut_097792-RA
Pcer_002688-RA Pfrut_086872-RA
Pcer_024467-RA Pfrut_093662-RA
Pcer_025409-RA Pfrut_097696-RA
Pcer_015896-RA Pfrut_037540-RA
Pcer_074440-RA Pfrut_032938-RA
Pcer_074441-RA Pfrut_032937-RA
Pcer_001701-RA FUN_002222-T1
Pcer_003988-RA Pfrut_056360-RA
Pcer_037562-RA Pfrut_051823-RA
Pcer_061153-RA Pfrut_013054-RA
Pcer_062285-RA Pfrut_045537-RA
Pcer_039736-RA Pfrut_002116-RA
Pcer_074044-RA Pfrut_028833-RA
Pcer_023747-RA Pfrut_066062-RA
Pcer_023673-RA Pfrut_037868-RA
Pcer_023675-RA Pfrut_037870-RA
Pcer_023436-RA Pfrut_030061-RA
Pcer_023437-RA Pfrut_030063-RA
Pcer_004036-RA Pfrut_003513-RA
Pcer_004037-RA Pfrut_003512-RA
Pcer_023217-RA Pfrut_029795-RA
Pcer_018513-RA Pfrut_011558-RA
Pcer_019259-RA Pfrut_007714-RA
Pcer_001898-RA Pfrut_014288-RA
Pcer_001901-RA Pfrut_014286-RA
Pcer_061671-RA Pfrut_073006-RA
Pcer_075098-RA Pfrut_013743-RA
Pcer_001578-RA Pfrut_014665-RA
Pcer_017098-RA Pfrut_039846-RA
Pcer_094342-RA Pfrut_030930-RA
Pcer_061798-RA Pfrut_073142-RA
Pcer_002173-RA Pfrut_086331-RA
Pcer_019414-RA Pfrut_007554-RA
Pcer_073374-RA Pfrut_055994-RA
Pcer_002805-RA Pfrut_007286-RA
Pcer_092214-RA Pfrut_075731-RA
Pcer_053447-RA Pfrut_069016-RA
Pcer_075345-RA Pfrut_031294-RA
Pcer_023410-RA FUN_032089-T1
Pcer_002408-RA Pfrut_086553-RA
Pcer_054017-RA Pfrut_091542-RA
Pcer_061541-RA Pfrut_072819-RA
Pcer_018941-RA Pfrut_073414-RA
Pcer_018940-RA Pfrut_073415-RA
Pcer_075647-RA Pfrut_045194-RA
Pcer_055044-RA Pfrut_070322-RA
Pcer_038230-RA Pfrut_088168-RA
Pcer_039619-RA Pfrut_001997-RA
Pcer_039621-RA Pfrut_001999-RA
Pcer_016864-RA Pfrut_064767-RA
Pcer_055034-RA Pfrut_044555-RA
Pcer_073360-RA Pfrut_017620-RA
Pcer_024841-RA Pfrut_024502-RA
Pcer_038143-RA Pfrut_000456-RA
Pcer_002578-RA Pfrut_086748-RA
Pcer_002577-RA Pfrut_086747-RA
Pcer_025448-RA Pfrut_097741-RA
Pcer_075608-RA Pfrut_010123-RA
Pcer_075915-RA Pfrut_057963-RA
Pcer_001639-RA Pfrut_014596-RA
Pcer_001223-RA Pfrut_015033-RA
Pcer_017251-RA Pfrut_040035-RA
Pcer_000593-RA Pfrut_012252-RA
Pcer_018221-RA Pfrut_049237-RA
Pcer_039188-RA Pfrut_001558-RA
Pcer_023766-RA FUN_032553-T1
Pcer_003225-RA Pfrut_081633-RA
Pcer_024367-RA Pfrut_018032-RA
Pcer_039356-RA Pfrut_001731-RA
Pcer_075392-RA Pfrut_035928-RA
Pcer_075396-RA Pfrut_031334-RA
Pcer_023929-RA Pfrut_094246-RA
Pcer_002235-RA Pfrut_086387-RA
Pcer_002252-RA Pfrut_087165-RA
Pcer_025705-RA Pfrut_078732-RA
Pcer_062604-RA Pfrut_073487-RA
Pcer_062605-RA Pfrut_073488-RA
Pcer_037664-RA Pfrut_051717-RA
Pcer_060669-RA Pfrut_035441-RA
Pcer_025558-RA Pfrut_097839-RA
Pcer_025556-RA Pfrut_097837-RA
Pcer_024961-RA Pfrut_024357-RA
Pcer_038203-RA Pfrut_000532-RA
Pcer_038204-RA Pfrut_076378-RA
Pcer_038942-RA Pfrut_001300-RA
Pcer_039048-RA Pfrut_091199-RA
Pcer_093100-RA Pfrut_092500-RA
Pcer_054376-RA Pfrut_047902-RA
Pcer_016149-RA Pfrut_029388-RA
Pcer_017994-RA Pfrut_072450-RA
Pcer_017668-RA Pfrut_041025-RA
Pcer_038956-RA Pfrut_061392-RA
Pcer_061082-RA Pfrut_058085-RA
Pcer_003740-RA Pfrut_056795-RA
Pcer_003140-RA Pfrut_081556-RA
Pcer_075002-RA Pfrut_013629-RA
Pcer_092280-RA Pfrut_080071-RA
Pcer_054942-RA Pfrut_064608-RA
Pcer_002520-RA Pfrut_086674-RA
Pcer_017900-RA Pfrut_008957-RA
Pcer_039661-RA Pfrut_002036-RA
Pcer_039662-RA Pfrut_002037-RA
Pcer_000839-RA Pfrut_059402-RA
Pcer_023330-RA Pfrut_029933-RA
Pcer_062428-RA Pfrut_069784-RA
Pcer_062429-RA Pfrut_069786-RA
Pcer_093692-RA Pfrut_005401-RA
Pcer_003266-RA Pfrut_081668-RA
Pcer_039424-RA Pfrut_001810-RA
Pcer_015954-RA Pfrut_029561-RA
Pcer_092833-RA Pfrut_088503-RA
Pcer_061538-RA Pfrut_072813-RA
Pcer_062558-RA Pfrut_045835-RA
Pcer_024005-RA Pfrut_029179-RA
Pcer_024126-RA Pfrut_009982-RA
Pcer_037996-RA Pfrut_000298-RA
Pcer_000925-RA Pfrut_015354-RA
Pcer_062833-RA Pfrut_046100-RA
Pcer_018509-RA Pfrut_011562-RA
Pcer_016430-RA Pfrut_053646-RA
Pcer_074274-RA Pfrut_079522-RA
Pcer_094780-RA Pfrut_034099-RA
Pcer_075779-RA Pfrut_063825-RA
Pcer_075778-RA FUN_021757-T1
Pcer_073538-RA Pfrut_036275-RA
Pcer_023144-RA Pfrut_027472-RA
Pcer_093632-RA Pfrut_005464-RA
Pcer_015945-RA Pfrut_021916-RA
Pcer_002563-RA Pfrut_086730-RA
Pcer_003952-RA Pfrut_056576-RA
Pcer_062000-RA Pfrut_045245-RA
Pcer_003659-RA Pfrut_056880-RA
Pcer_092376-RA Pfrut_080184-RA
Pcer_001465-RA Pfrut_014782-RA
Pcer_053983-RA Pfrut_091593-RA
Pcer_001697-RA Pfrut_014530-RA
Pcer_003895-RA Pfrut_056636-RA
Pcer_023439-RA Pfrut_009093-RA
Pcer_053789-RA Pfrut_061292-RA
Pcer_002717-RA Pfrut_054597-RA
Pcer_001380-RA FUN_027764-T1
Pcer_062681-RA Pfrut_045951-RA
Pcer_003646-RA Pfrut_056892-RA
Pcer_005032-RA Pfrut_002463-RA
Pcer_055020-RA Pfrut_070301-RA
Pcer_092817-RA Pfrut_088482-RA
Pcer_001190-RA Pfrut_083258-RA
Pcer_061510-RA Pfrut_072785-RA
Pcer_017898-RA Pfrut_101668-RA
Pcer_023002-RA Pfrut_049477-RA
Pcer_001461-RA Pfrut_014787-RA
Pcer_003863-RA Pfrut_056668-RA
Pcer_016593-RA Pfrut_053472-RA
Pcer_015916-RA Pfrut_021946-RA
Pcer_018881-RA Pfrut_080982-RA
Pcer_073245-RA Pfrut_054904-RA
Pcer_025552-RA Pfrut_097833-RA
Pcer_024872-RA Pfrut_024466-RA
Pcer_003852-RA Pfrut_056679-RA
Pcer_073238-RA Pfrut_054910-RA
Pcer_061188-RA Pfrut_079342-RA
Pcer_061185-RA Pfrut_102361-RA
Pcer_073475-RA Pfrut_060429-RA
Pcer_074557-RA Pfrut_096576-RA
Pcer_002959-RA Pfrut_059590-RA
Pcer_093918-RA Pfrut_060067-RA
Pcer_005224-RA Pfrut_035804-RA
Pcer_075060-RA Pfrut_045041-RA
Pcer_062596-RA Pfrut_073483-RA
Pcer_004462-RA Pfrut_073588-RA
Pcer_075133-RA Pfrut_013782-RA
Pcer_016573-RA Pfrut_053490-RA
Pcer_094042-RA Pfrut_009686-RA
Pcer_053938-RA Pfrut_064861-RA
Pcer_073544-RA Pfrut_036283-RA
Pcer_075859-RA Pfrut_063902-RA
Pcer_075861-RA Pfrut_063903-RA
Pcer_000440-RA Pfrut_031972-RA
Pcer_001008-RA Pfrut_015260-RA
Pcer_001790-RA Pfrut_014401-RA
Pcer_094179-RA FUN_016769-T1
Pcer_074391-RA Pfrut_096369-RA
Pcer_075177-RA Pfrut_013818-RA
Pcer_093396-RA Pfrut_005785-RA
Pcer_072807-RA Pfrut_055393-RA
Pcer_075566-RA Pfrut_063613-RA
Pcer_023094-RA Pfrut_049561-RA
Pcer_094219-RA Pfrut_009447-RA
Pcer_074806-RA Pfrut_062868-RA
Pcer_074815-RA Pfrut_062878-RA
Pcer_022953-RA Pfrut_049432-RA
Pcer_000252-RA Pfrut_057636-RA
Pcer_023024-RA Pfrut_049497-RA
Pcer_024035-RA Pfrut_094121-RA
Pcer_015880-RA Pfrut_021988-RA
Pcer_038030-RA Pfrut_000335-RA
Pcer_037609-RA Pfrut_051768-RA
Pcer_037611-RA Pfrut_051766-RA
Pcer_060895-RA Pfrut_096975-RA
Pcer_093115-RA Pfrut_092489-RA
Pcer_003233-RA Pfrut_081641-RA
Pcer_093009-RA Pfrut_092614-RA
Pcer_003641-RA Pfrut_056897-RA
Pcer_003946-RA Pfrut_056583-RA
Pcer_001897-RA Pfrut_014289-RA
Pcer_016961-RA Pfrut_024868-RA
Pcer_016960-RA Pfrut_024867-RA
Pcer_039625-RA Pfrut_002003-RA
Pcer_076007-RA Pfrut_064051-RA
Pcer_039481-RA Pfrut_001867-RA
Pcer_038221-RA Pfrut_000550-RA
Pcer_062501-RA Pfrut_034210-RA
Pcer_062059-RA Pfrut_045307-RA
Pcer_025421-RA Pfrut_097712-RA
Pcer_025420-RA Pfrut_097711-RA
Pcer_092625-RA Pfrut_075807-RA
Pcer_019203-RA Pfrut_007769-RA
Pcer_092883-RA Pfrut_092766-RA
Pcer_023252-RA Pfrut_024326-RA
Pcer_055173-RA Pfrut_028478-RA
Pcer_003723-RA Pfrut_074515-RA
Pcer_016630-RA Pfrut_053431-RA
Pcer_016632-RA Pfrut_053428-RA
Pcer_000600-RA Pfrut_057887-RA
Pcer_038013-RA Pfrut_000318-RA
Pcer_024668-RA Pfrut_093430-RA
Pcer_054479-RA Pfrut_048034-RA
Pcer_016810-RA Pfrut_062083-RA
Pcer_000885-RA Pfrut_015393-RA
Pcer_016953-RA Pfrut_024859-RA
Pcer_005315-RA Pfrut_035702-RA
Pcer_016876-RA Pfrut_024770-RA
Pcer_075018-RA Pfrut_013643-RA
Pcer_094363-RA Pfrut_030955-RA
Pcer_093221-RA Pfrut_021131-RA
Pcer_025450-RA Pfrut_097742-RA
Pcer_018186-RA Pfrut_049193-RA
Pcer_003539-RA Pfrut_009413-RA
Pcer_054014-RA Pfrut_091546-RA
Pcer_017505-RA Pfrut_053947-RA
Pcer_039617-RA Pfrut_001996-RA
Pcer_005075-RA Pfrut_002413-RA
Pcer_054036-RA Pfrut_025059-RA
Pcer_023206-RA FUN_031828-T1
Pcer_016432-RA Pfrut_053644-RA
Pcer_075172-RA Pfrut_013816-RA
Pcer_015920-RA Pfrut_021941-RA
Pcer_001468-RA Pfrut_014779-RA
Pcer_024245-RA Pfrut_093899-RA
Pcer_061621-RA Pfrut_072951-RA
Pcer_075923-RA Pfrut_063959-RA
Pcer_075561-RA Pfrut_063608-RA
Pcer_017681-RA Pfrut_095584-RA
Pcer_073378-RA Pfrut_055990-RA
Pcer_024385-RA Pfrut_093750-RA
Pcer_062065-RA Pfrut_045313-RA
Pcer_038734-RA Pfrut_001092-RA
Pcer_003366-RA Pfrut_081757-RA
Pcer_001378-RA FUN_027765-T1
Pcer_075377-RA Pfrut_031318-RA
Pcer_001992-RA Pfrut_086126-RA
Pcer_003600-RA Pfrut_056951-RA
Pcer_094916-RA Pfrut_082357-RA
Pcer_062060-RA Pfrut_045308-RA
Pcer_092391-RA Pfrut_060362-RA
Pcer_061762-RA Pfrut_073102-RA
Pcer_002398-RA Pfrut_086542-RA
Pcer_024081-RA Pfrut_094070-RA
Pcer_018595-RA Pfrut_011456-RA
Pcer_003270-RA Pfrut_081674-RA
Pcer_060886-RA Pfrut_010229-RA
Pcer_005304-RA Pfrut_035711-RA
Pcer_092979-RA Pfrut_092653-RA
Pcer_038882-RA Pfrut_001242-RA
Pcer_018763-RA Pfrut_081115-RA
Pcer_018764-RA FUN_022370-T1
Pcer_002965-RA Pfrut_093309-RA
Pcer_000404-RA Pfrut_032008-RA
Pcer_017265-RA Pfrut_040056-RA
Pcer_093555-RA Pfrut_005545-RA
Pcer_074271-RA Pfrut_079526-RA
Pcer_001524-RA Pfrut_014728-RA
Pcer_001517-RA Pfrut_059979-RA
Pcer_093272-RA Pfrut_021048-RA
Pcer_024799-RA Pfrut_037245-RA
Pcer_000773-RA Pfrut_015510-RA
Pcer_073479-RA Pfrut_060423-RA
Pcer_024039-RA Pfrut_094114-RA
Pcer_017912-RA Pfrut_101651-RA
Pcer_073343-RA Pfrut_056033-RA
Pcer_003142-RA Pfrut_081558-RA
Pcer_003515-RA Pfrut_081901-RA
Pcer_019197-RA Pfrut_007776-RA
Pcer_000031-RA FUN_000186-T1
Pcer_074970-RA Pfrut_065124-RA
Pcer_062820-RA Pfrut_046084-RA
Pcer_061867-RA Pfrut_073219-RA
Pcer_054480-RA Pfrut_048035-RA
Pcer_074201-RA Pfrut_006084-RA
Pcer_074985-RA Pfrut_013605-RA
Pcer_075837-RA Pfrut_063881-RA
Pcer_092438-RA Pfrut_043750-RA
Pcer_093134-RA Pfrut_060519-RA
Pcer_074777-RA Pfrut_062837-RA
Pcer_039077-RA Pfrut_001444-RA
Pcer_072976-RA Pfrut_055202-RA
Pcer_016071-RA Pfrut_021773-RA
Pcer_092407-RA Pfrut_060373-RA
Pcer_023309-RA Pfrut_029900-RA
Pcer_004666-RA Pfrut_002864-RA
Pcer_053885-RA Pfrut_052969-RA
Pcer_039425-RA Pfrut_001811-RA
Pcer_092571-RA Pfrut_016844-RA
Pcer_075376-RA Pfrut_031317-RA
Pcer_093929-RA Pfrut_005157-RA
Pcer_053630-RA FUN_027375-T1
Pcer_092390-RA Pfrut_060361-RA
Pcer_062713-RA Pfrut_029592-RA
Pcer_003902-RA Pfrut_054526-RA
Pcer_092710-RA Pfrut_095558-RA
Pcer_017814-RA Pfrut_016816-RA
Pcer_002138-RA Pfrut_086295-RA
Pcer_023553-RA Pfrut_037730-RA
Pcer_062303-RA Pfrut_045556-RA
Pcer_093728-RA Pfrut_005364-RA
Pcer_073472-RA Pfrut_060441-RA
Pcer_038416-RA Pfrut_088997-RA
Pcer_038854-RA Pfrut_001213-RA
Pcer_000890-RA Pfrut_015389-RA
Pcer_004039-RA Pfrut_003510-RA
Pcer_004038-RA Pfrut_003511-RA
Pcer_072768-RA Pfrut_049263-RA
Pcer_092853-RA Pfrut_088530-RA
Pcer_000266-RA FUN_000434-T1
Pcer_055039-RA Pfrut_070317-RA
Pcer_093454-RA Pfrut_005660-RA
Pcer_093456-RA Pfrut_048773-RA
Pcer_094917-RA Pfrut_082358-RA
Pcer_073642-RA Pfrut_036412-RA
Pcer_072880-RA Pfrut_055311-RA
Pcer_053497-RA Pfrut_091140-RA
Pcer_039634-RA Pfrut_002012-RA
Pcer_025069-RA Pfrut_020621-RA
Pcer_025089-RA Pfrut_099707-RA
Pcer_075109-RA Pfrut_013753-RA
Pcer_003200-RA Pfrut_081610-RA
Pcer_018702-RA Pfrut_081198-RA
Pcer_074552-RA Pfrut_072679-RA
Pcer_061789-RA Pfrut_073134-RA
Pcer_061796-RA Pfrut_073140-RA
Pcer_039211-RA Pfrut_001580-RA
Pcer_039210-RA Pfrut_001578-RA
Pcer_093007-RA Pfrut_092616-RA
Pcer_073377-RA Pfrut_055991-RA
Pcer_016776-RA Pfrut_053274-RA
Pcer_054326-RA Pfrut_047837-RA
Pcer_003116-RA Pfrut_081530-RA
Pcer_002283-RA Pfrut_086433-RA
Pcer_018621-RA Pfrut_051991-RA
Pcer_092505-RA Pfrut_076148-RA
Pcer_016954-RA Pfrut_024860-RA
Pcer_000357-RA Pfrut_032062-RA
Pcer_061200-RA Pfrut_055546-RA
Pcer_025742-RA Pfrut_078687-RA
Pcer_039622-RA Pfrut_002000-RA
Pcer_016279-RA Pfrut_070715-RA
Pcer_076000-RA Pfrut_064046-RA
Pcer_025305-RA FUN_034657-T1
Pcer_024959-RA Pfrut_024360-RA
Pcer_024957-RA Pfrut_024363-RA
Pcer_024371-RA Pfrut_018037-RA
Pcer_075162-RA Pfrut_013806-RA
Pcer_094827-RA Pfrut_072303-RA
Pcer_023013-RA Pfrut_049488-RA
Pcer_037909-RA Pfrut_089012-RA
Pcer_061158-RA Pfrut_013061-RA
Pcer_074130-RA Pfrut_008347-RA
Pcer_023183-RA Pfrut_029761-RA
Pcer_000437-RA Pfrut_031975-RA
Pcer_062109-RA Pfrut_101428-RA
Pcer_016885-RA Pfrut_024783-RA
Pcer_093934-RA Pfrut_010318-RA
Pcer_016341-RA Pfrut_053728-RA
Pcer_092395-RA Pfrut_060366-RA
Pcer_092396-RA Pfrut_060367-RA
Pcer_004395-RA Pfrut_003140-RA
Pcer_038830-RA Pfrut_001194-RA
Pcer_000327-RA Pfrut_068639-RA
Pcer_000326-RA Pfrut_032090-RA
Pcer_003520-RA Pfrut_081904-RA
Pcer_001693-RA Pfrut_014534-RA
Pcer_062158-RA Pfrut_045405-RA
Pcer_004936-RA Pfrut_002574-RA
Pcer_094285-RA Pfrut_085956-RA
Pcer_024433-RA Pfrut_093707-RA
Pcer_019281-RA Pfrut_007695-RA
Pcer_094782-RA Pfrut_034101-RA
Pcer_002984-RA Pfrut_081385-RA
Pcer_016618-RA Pfrut_053445-RA
Pcer_038630-RA Pfrut_088291-RA
Pcer_053976-RA Pfrut_087279-RA
Pcer_001218-RA Pfrut_015038-RA
Pcer_093916-RA Pfrut_005183-RA
Pcer_038720-RA Pfrut_049954-RA
Pcer_075274-RA Pfrut_013922-RA
Pcer_094706-RA Pfrut_053991-RA
Pcer_003609-RA Pfrut_034352-RA
Pcer_074011-RA FUN_010689-T1
Pcer_005206-RA Pfrut_035825-RA
Pcer_025654-RA FUN_035410-T1
Pcer_005017-RA Pfrut_002484-RA
Pcer_003842-RA Pfrut_056690-RA
Pcer_062329-RA Pfrut_045587-RA
Pcer_055070-RA Pfrut_028362-RA
Pcer_054856-RA Pfrut_023807-RA
Pcer_060591-RA Pfrut_035511-RA
Pcer_002045-RA Pfrut_086188-RA
Pcer_062769-RA Pfrut_046039-RA
Pcer_039426-RA Pfrut_001815-RA
Pcer_019090-RA Pfrut_050267-RA
Pcer_016478-RA Pfrut_053597-RA
Pcer_093072-RA Pfrut_004915-RA
Pcer_004966-RA Pfrut_002547-RA
Pcer_019446-RA Pfrut_007532-RA
Pcer_004135-RA Pfrut_003403-RA
Pcer_002060-RA Pfrut_086203-RA
Pcer_001750-RA Pfrut_014459-RA
Pcer_062253-RA Pfrut_045505-RA
Pcer_015897-RA Pfrut_037541-RA
Pcer_075800-RA Pfrut_063841-RA
Pcer_037678-RA Pfrut_051692-RA
Pcer_025371-RA Pfrut_097647-RA
Pcer_015918-RA Pfrut_021944-RA
Pcer_075575-RA Pfrut_063620-RA
Pcer_015966-RA Pfrut_029570-RA
Pcer_094898-RA Pfrut_072222-RA
Pcer_039550-RA Pfrut_001935-RA
Pcer_003526-RA Pfrut_081911-RA
Pcer_039004-RA Pfrut_001371-RA
Pcer_004602-RA Pfrut_002923-RA
Pcer_004601-RA Pfrut_002924-RA
Pcer_075010-RA Pfrut_013637-RA
Pcer_005172-RA Pfrut_084291-RA
Pcer_003552-RA Pfrut_048969-RA
Pcer_003004-RA Pfrut_081408-RA
Pcer_039005-RA Pfrut_001373-RA
Pcer_061863-RA Pfrut_073215-RA
Pcer_062146-RA Pfrut_045392-RA
Pcer_053982-RA Pfrut_091594-RA
Pcer_094851-RA Pfrut_072273-RA
Pcer_018712-RA Pfrut_081186-RA
Pcer_061949-RA Pfrut_073301-RA
Pcer_017327-RA Pfrut_016636-RA
Pcer_003950-RA Pfrut_056578-RA
Pcer_062841-RA Pfrut_057394-RA
Pcer_024585-RA Pfrut_006763-RA
Pcer_023606-RA Pfrut_037798-RA
Pcer_061350-RA Pfrut_097112-RA
Pcer_038447-RA Pfrut_034423-RA
Pcer_024032-RA Pfrut_094125-RA
Pcer_005062-RA Pfrut_084680-RA
Pcer_015926-RA Pfrut_021936-RA
Pcer_062625-RA Pfrut_073516-RA
Pcer_094361-RA Pfrut_030953-RA
Pcer_002964-RA Pfrut_093308-RA
Pcer_075464-RA Pfrut_035999-RA
Pcer_016384-RA Pfrut_053687-RA
Pcer_001264-RA Pfrut_032782-RA
Pcer_005311-RA Pfrut_035706-RA
Pcer_003945-RA Pfrut_056582-RA
Pcer_075230-RA Pfrut_013875-RA
Pcer_037847-RA Pfrut_000128-RA
Pcer_002253-RA Pfrut_087162-RA
Pcer_023308-RA Pfrut_029899-RA
Pcer_094834-RA Pfrut_072296-RA
Pcer_017091-RA Pfrut_084466-RA
Pcer_023131-RA Pfrut_090344-RA
Pcer_054579-RA Pfrut_048244-RA
Pcer_093637-RA Pfrut_100629-RA
Pcer_093925-RA Pfrut_005174-RA
Pcer_001282-RA Pfrut_064254-RA
Pcer_074266-RA Pfrut_016557-RA
Pcer_001476-RA Pfrut_014774-RA
Pcer_000931-RA Pfrut_015349-RA
Pcer_072844-RA Pfrut_055343-RA
Pcer_072848-RA Pfrut_055340-RA
Pcer_074055-RA Pfrut_062578-RA
Pcer_060841-RA Pfrut_065955-RA
Pcer_038127-RA Pfrut_000439-RA
Pcer_039213-RA Pfrut_001582-RA
Pcer_039247-RA Pfrut_001609-RA
Pcer_075602-RA Pfrut_010117-RA
Pcer_018202-RA Pfrut_082161-RA
Pcer_075168-RA Pfrut_013812-RA
Pcer_061164-RA Pfrut_013065-RA
Pcer_072979-RA FUN_008818-T1
Pcer_037858-RA Pfrut_091405-RA
Pcer_062434-RA Pfrut_056244-RA
Pcer_039587-RA Pfrut_001970-RA
Pcer_092393-RA Pfrut_060364-RA
Pcer_093449-RA Pfrut_005665-RA
Pcer_063015-RA Pfrut_034149-RA
Pcer_037958-RA Pfrut_000262-RA
Pcer_003143-RA Pfrut_081559-RA
Pcer_000796-RA Pfrut_057834-RA
Pcer_024445-RA Pfrut_043942-RA
Pcer_022967-RA Pfrut_049447-RA
Pcer_022972-RA Pfrut_049453-RA
Pcer_023603-RA Pfrut_013160-RA
Pcer_005300-RA Pfrut_035715-RA
Pcer_005162-RA Pfrut_084307-RA
Pcer_093339-RA Pfrut_005856-RA
Pcer_002214-RA Pfrut_086368-RA
Pcer_039278-RA Pfrut_057129-RA
Pcer_060774-RA Pfrut_035343-RA
Pcer_016511-RA Pfrut_054413-RA
Pcer_001134-RA Pfrut_015122-RA
Pcer_015962-RA Pfrut_029566-RA
Pcer_017884-RA Pfrut_101683-RA
Pcer_038774-RA Pfrut_001140-RA
Pcer_075601-RA Pfrut_010116-RA
Pcer_075662-RA Pfrut_063714-RA
Pcer_002291-RA Pfrut_086439-RA
Pcer_002288-RA Pfrut_086437-RA
Pcer_061262-RA Pfrut_065898-RA
Pcer_018830-RA Pfrut_054344-RA
Pcer_037842-RA Pfrut_000121-RA
Pcer_016093-RA Pfrut_029462-RA
Pcer_025687-RA Pfrut_078755-RA
Pcer_025689-RA Pfrut_078754-RA
Pcer_016225-RA Pfrut_029311-RA
Pcer_074452-RA Pfrut_032913-RA
Pcer_037538-RA Pfrut_051855-RA
Pcer_000579-RA Pfrut_031790-RA
Pcer_075052-RA Pfrut_061188-RA
Pcer_018720-RA Pfrut_081173-RA
Pcer_062912-RA Pfrut_005966-RA
Pcer_001015-RA Pfrut_015251-RA
Pcer_001017-RA Pfrut_015249-RA
Pcer_062930-RA Pfrut_012720-RA
Pcer_038025-RA Pfrut_000330-RA
Pcer_001613-RA Pfrut_082063-RA
Pcer_001106-RA Pfrut_015147-RA
Pcer_003777-RA Pfrut_056757-RA
Pcer_002983-RA Pfrut_093329-RA
Pcer_061543-RA Pfrut_072821-RA
Pcer_037644-RA Pfrut_051736-RA
Pcer_092851-RA Pfrut_088528-RA
Pcer_016500-RA Pfrut_054402-RA
Pcer_039629-RA Pfrut_071751-RA
Pcer_016788-RA Pfrut_053262-RA
Pcer_017151-RA Pfrut_070051-RA
Pcer_093507-RA Pfrut_005595-RA
Pcer_039589-RA Pfrut_001973-RA
Pcer_018914-RA Pfrut_080937-RA
Pcer_093501-RA Pfrut_013283-RA
Pcer_018410-RA Pfrut_011687-RA
Pcer_001022-RA Pfrut_015244-RA
Pcer_003443-RA Pfrut_081831-RA
Pcer_003050-RA Pfrut_081464-RA
Pcer_092724-RA Pfrut_080563-RA
Pcer_093506-RA Pfrut_005596-RA
Pcer_062724-RA Pfrut_045996-RA
Pcer_023546-RA Pfrut_037721-RA
