chr	start	end	gene
Pcer_chr6B 12169745 12173891 Pcer_020790-RA
Pcer_chr6B 12184999 12191729 Pcer_020791-RA
Pcer_chr6B 12198821 12203346 Pcer_020792-RA
Pcer_chr6B 12205738 12210737 Pcer_020793-RA
Pcer_chr6B 12217405 12218033 Pcer_020794-RA
Pcer_chr6B 12239414 12244084 Pcer_020795-RA
Pcer_chr6B 12250751 12251379 Pcer_020796-RA
Pcer_chr6B 12272757 12277273 Pcer_020797-RA
Pcer_chr6B 12290360 12291678 Pcer_020798-RA
Pcer_chr6B 12298856 12304565 Pcer_020799-RA
Pcer_chr6B 12302818 12303621 Pcer_020800-RA
Pcer_chr6B 12393094 12397244 Pcer_020801-RA
Pcer_chr6B 12397574 12403227 Pcer_020802-RA
Pcer_chr6B 12424869 12430202 Pcer_020803-RA
Pcer_chr6B 12436122 12437072 Pcer_020805-RA
Pcer_chr6B 12436122 12437072 Pcer_020804-RA
Pcer_chr6B 12439083 12440877 Pcer_020806-RA
Pcer_chr6B 12443684 12448456 Pcer_020807-RA
Pcer_chr6B 12459328 12461423 Pcer_020808-RA
Pcer_chr6B 12467496 12469481 Pcer_020809-RA
Pcer_chr6B 12490334 12493204 Pcer_020810-RA
Pcer_chr6B 12502394 12505202 Pcer_020811-RA
Pcer_chr6B 12517928 12523935 Pcer_020812-RA
Pcer_chr6B 12561767 12572936 Pcer_020813-RA
Pcer_chr6B 12582416 12586840 Pcer_020814-RA
Pcer_chr6B 12604860 12605344 Pcer_020815-RA
Pcer_chr6B 12634500 12638428 Pcer_020816-RA
Pcer_chr6B 12684261 12685442 Pcer_020817-RA
Pcer_chr6B 12693686 12694912 Pcer_020818-RA
Pcer_chr6B 12746626 12750069 Pcer_020819-RA
Pcer_chr6B 12758270 12759961 Pcer_020820-RA
Pcer_chr6B 12778187 12784432 Pcer_020821-RA
Pcer_chr6B 12794497 12807083 Pcer_020822-RA
Pcer_chr6B 12840421 12845052 Pcer_020823-RA
Pcer_chr6B 12850886 12853591 Pcer_020824-RA
Pcer_chr6B 12858212 12863523 Pcer_020825-RA
Pcer_chr6B 12867151 12871266 Pcer_020826-RA
Pcer_chr6B 12877681 12880639 Pcer_020827-RA
Pcer_chr6B 12894610 12904407 Pcer_020828-RA
Pcer_chr6B 12942772 12945507 Pcer_020829-RA
Pcer_chr6B 12946342 12952332 Pcer_020830-RA
Pcer_chr6B 12983780 12990764 Pcer_020831-RA
Pcer_chr6B 12993570 12999302 Pcer_020832-RA
Pcer_chr6B 13025909 13040822 Pcer_020833-RA
Pcer_chr6B 13042766 13046332 Pcer_020834-RA
Pcer_chr6B 13081413 13087762 Pcer_020835-RA
Pcer_chr6B 13114084 13114482 Pcer_020836-RA
Pcer_chr6B 13119665 13126437 Pcer_020837-RA
Pcer_chr6B 13149355 13149903 Pcer_020838-RA
Pcer_chr6B 13175167 13180584 Pcer_020839-RA
Pcer_chr6B 13189901 13193765 Pcer_020840-RA
Pcer_chr6B 13216471 13226429 Pcer_020841-RA
Pcer_chr6B 13253488 13258414 Pcer_020842-RA
Pcer_chr6B 13273178 13279211 Pcer_020843-RA
Pcer_chr6B 13288555 13291793 Pcer_020844-RA
Pcer_chr6B 13295551 13296930 Pcer_020845-RA
Pcer_chr6B 13312403 13314919 Pcer_020846-RA
Pcer_chr6B 13323021 13323461 Pcer_020847-RA
Pcer_chr6B 13328536 13335832 Pcer_020848-RA
Pcer_chr6B 13338586 13348656 Pcer_020849-RA
Pcer_chr6B 13350133 13362890 Pcer_020850-RA
Pcer_chr6B 13363016 13364569 Pcer_020851-RA
Pcer_chr6B 13368403 13370146 Pcer_020852-RA
Pcer_chr6B 13370369 13373535 Pcer_020853-RA
Pcer_chr6B 13375482 13387267 Pcer_020854-RA
Pcer_chr6B 13457395 13459584 Pcer_020855-RA
Pcer_chr6B 13459876 13462095 Pcer_020856-RA
Pcer_chr6B 13462143 13465754 Pcer_020857-RA
Pcer_chr6B 13465805 13478899 Pcer_020858-RA
Pcer_chr6B 13480785 13484011 Pcer_020859-RA
Pcer_chr6B 13485684 13486906 Pcer_020860-RA
Pcer_chr6B 13494613 13504693 Pcer_020861-RA
Pcer_chr6B 13504852 13506069 Pcer_020862-RA
Pcer_chr6B 13517312 13536278 Pcer_020863-RA
Pcer_chr6B 13538503 13540529 Pcer_020864-RA
Pcer_chr6B 13542403 13544641 Pcer_020865-RA
Pcer_chr6B 13555798 13556437 Pcer_020866-RA
Pcer_chr6B 13556555 13557284 Pcer_020867-RA
Pcer_chr6B 13559611 13562287 Pcer_020868-RA
Pcer_chr6B 13564207 13566467 Pcer_020869-RA
Pcer_chr6B 13568815 13573025 Pcer_020870-RA
Pcer_chr6B 13578768 13582370 Pcer_020871-RA
Pcer_chr6B 13583522 13587465 Pcer_020872-RA
Pcer_chr6B 13589009 13589486 Pcer_020873-RA
Pcer_chr6B 13599823 13611097 Pcer_020874-RA
Pcer_chr6B 13623025 13635904 Pcer_020875-RA
Pcer_chr6B 13637882 13640114 Pcer_020876-RA
Pcer_chr6B 13640279 13642565 Pcer_020877-RA
Pcer_chr6B 13643427 13647334 Pcer_020878-RA
Pcer_chr6B 13647762 13653842 Pcer_020879-RA
Pcer_chr6B 13690822 13693684 Pcer_020880-RA
Pcer_chr6B 13697741 13700376 Pcer_020881-RA
Pcer_chr6B 13708408 13708734 Pcer_020882-RA
Pcer_chr6B 13713368 13719215 Pcer_020883-RA
Pcer_chr6B 13720362 13720619 Pcer_020884-RA
Pcer_chr6B 13728555 13731391 Pcer_020885-RA
Pcer_chr6B 13738861 13742322 Pcer_020886-RA
Pcer_chr6B 13745593 13748584 Pcer_020887-RA
Pcer_chr6B 13749811 13753300 Pcer_020888-RA
Pcer_chr6B 13766524 13768248 Pcer_020889-RA
Pcer_chr6B 13776495 13778198 Pcer_020890-RA
Pcer_chr6B 13794530 13795543 Pcer_020891-RA
Pcer_chr6B 13795821 13797167 Pcer_020892-RA
Pcer_chr6B 13815608 13819141 Pcer_020893-RA
Pcer_chr6B 13821977 13825251 Pcer_020894-RA
Pcer_chr6B 13825820 13827037 Pcer_020895-RA
Pcer_chr6B 13827061 13827579 Pcer_020896-RA
Pcer_chr6B 13829429 13829674 Pcer_020897-RA
Pcer_chr6B 13830524 13832131 Pcer_020898-RA
Pcer_chr6B 13832676 13837647 Pcer_020899-RA
Pcer_chr6B 13847738 13852500 Pcer_020900-RA
Pcer_chr6B 13886660 13896352 Pcer_020901-RA
Pcer_chr6B 13896922 13908012 Pcer_020902-RA
Pcer_chr6B 13908080 13913524 Pcer_020903-RA
Pcer_chr6B 13917665 13919872 Pcer_020904-RA
Pcer_chr6B 13953637 13960657 Pcer_020905-RA
Pcer_chr6B 13961425 13969031 Pcer_020906-RA
Pcer_chr6B 13974511 13976455 Pcer_020907-RA
Pcer_chr6B 13977766 13978364 Pcer_020908-RA
Pcer_chr6B 13978577 13988835 Pcer_020909-RA
Pcer_chr6B 14011002 14011673 Pcer_020910-RA
Pcer_chr6B 14035541 14040711 Pcer_020911-RA
Pcer_chr6B 14060566 14062293 Pcer_020912-RA
Pcer_chr6B 14069309 14076554 Pcer_020913-RA
Pcer_chr6B 14078193 14082479 Pcer_020914-RA
Pcer_chr6B 14085833 14086633 Pcer_020915-RA
Pcer_chr6B 14097546 14105162 Pcer_020916-RA
Pcer_chr6B 14111992 14125577 Pcer_020917-RA
Pcer_chr6B 14188970 14195620 Pcer_020918-RA
Pcer_chr6B 14196174 14200392 Pcer_020919-RA
Pcer_chr6B 14208483 14212827 Pcer_020920-RA
Pcer_chr6B 14290127 14291473 Pcer_020921-RA
Pcer_chr6B 14300736 14301078 Pcer_020922-RA
Pcer_chr6B 14302941 14304752 Pcer_020923-RA
Pcer_chr6B 14355105 14357318 Pcer_020924-RA
Pcer_chr6B 14357986 14359563 Pcer_020925-RA
Pcer_chr6B 14359976 14366050 Pcer_020926-RA
Pcer_chr6B 14393485 14404018 Pcer_020927-RA
Pcer_chr6B 14411519 14412511 Pcer_020928-RA
Pcer_chr6B 14431588 14434601 Pcer_020929-RA
Pcer_chr6B 14438273 14438926 Pcer_020930-RA
Pcer_chr6B 14459190 14461079 Pcer_020931-RA
Pcer_chr6B 14475446 14476860 Pcer_020932-RA
Pcer_chr6B 14477055 14477477 Pcer_020933-RA
Pcer_chr6B 14528828 14529919 Pcer_020934-RA
Pcer_chr6B 14534666 14539193 Pcer_020935-RA
Pcer_chr6B 14539451 14540768 Pcer_020936-RA
Pcer_chr6B 14568070 14571137 Pcer_020937-RA
Pcer_chr6B 14626278 14628590 Pcer_020938-RA
Pcer_chr6B 14632146 14638943 Pcer_020939-RA
Pcer_chr6B 14639388 14640434 Pcer_020940-RA
Pcer_chr6B 14641088 14642131 Pcer_020941-RA
Pcer_chr6B 14641088 14645254 Pcer_020942-RA
Pcer_chr6B 14646130 14649667 Pcer_020943-RA
Pcer_chr6B 14651345 14655650 Pcer_020944-RA
Pcer_chr6B 14666650 14673832 Pcer_020945-RA
Pcer_chr6B 14697279 14705199 Pcer_020946-RA
Pcer_chr6B 14819917 14837414 Pcer_020947-RA
Pcer_chr6B 14859930 14862866 Pcer_020948-RA
Pcer_chr6B 14924086 14927280 Pcer_020949-RA
Pcer_chr6B 14941371 14945270 Pcer_020950-RA
Pcer_chr6B 14951724 14955146 Pcer_020951-RA
Pcer_chr6B 14980852 14985648 Pcer_020952-RA
Pcer_chr6B 14997555 15001662 Pcer_020953-RA
Pcer_chr6B 15013143 15016060 Pcer_020954-RA
Pcer_chr6B 15035781 15039815 Pcer_020955-RA
Pcer_chr6B 15041119 15044029 Pcer_020956-RA
Pcer_chr6B 15046389 15052111 Pcer_020957-RA
Pcer_chr6B 15062159 15072388 Pcer_020958-RA
Pcer_chr6B 15082034 15082972 Pcer_020959-RA
Pcer_chr6B 15084699 15099562 Pcer_020960-RA
Pcer_chr6B 15106215 15110743 Pcer_020961-RA
Pcer_chr6B 15113086 15122196 Pcer_020962-RA
Pcer_chr6B 15140657 15145258 Pcer_020963-RA
Pcer_chr6B 15159780 15160610 Pcer_020964-RA
Pcer_chr6B 15182181 15189191 Pcer_020965-RA
Pcer_chr6B 15189355 15196153 Pcer_020966-RA
Pcer_chr6B 15244995 15253581 Pcer_020967-RA
Pcer_chr6B 15266606 15267349 Pcer_020968-RA
Pcer_chr6B 15272861 15273286 Pcer_020969-RA
Pcer_chr6B 15392865 15393237 Pcer_020970-RA
Pcer_chr6B 15404399 15405786 Pcer_020971-RA
Pcer_chr6B 15604319 15605469 Pcer_020972-RA
Pcer_chr6B 15637262 15638323 Pcer_020973-RA
Pcer_chr6B 15674044 15676171 Pcer_020974-RA
Pcer_chr6B 15688246 15688506 Pcer_020975-RA
Pcer_chr6B 15710568 15711439 Pcer_020976-RA
Pcer_chr6B 15715271 15717188 Pcer_020977-RA
Pcer_chr6B 15736207 15738888 Pcer_020978-RA
Pcer_chr6B 15772578 15774665 Pcer_020979-RA
Pcer_chr6B 15834034 15839058 Pcer_020980-RA
Pcer_chr6B 15843505 15844458 Pcer_020981-RA
Pcer_chr6B 15859909 15860325 Pcer_020982-RA
Pcer_chr6B 15909659 15910030 Pcer_020983-RA
Pcer_chr6B 15936762 15941103 Pcer_020984-RA
Pcer_chr6B 15957348 15961190 Pcer_020985-RA
Pcer_chr6B 15962092 15963521 Pcer_020986-RA
Pcer_chr6B 15990883 15999326 Pcer_020987-RA
Pcer_chr6B 16001233 16004659 Pcer_020988-RA
Pcer_chr6B 16009760 16010104 Pcer_020989-RA
Pcer_chr6B 16021677 16029787 Pcer_020990-RA
Pcer_chr6B 16066815 16071663 Pcer_020991-RA
Pcer_chr6B 16067069 16067884 Pcer_020992-RA
Pcer_chr6B 16072592 16073029 Pcer_020993-RA
Pcer_chr6B 16075339 16076146 Pcer_020994-RA
Pcer_chr6B 16080041 16083683 Pcer_020995-RA
Pcer_chr6B 16083990 16088659 Pcer_020996-RA
Pcer_chr6B 16122615 16123671 Pcer_020997-RA
Pcer_chr6B 16168322 16169586 Pcer_020998-RA
Pcer_chr6B 16182185 16186155 Pcer_020999-RA
Pcer_chr6B 16221184 16223769 Pcer_021000-RA
Pcer_chr6B 16274896 16276276 Pcer_021001-RA
Pcer_chr6B 16285083 16286270 Pcer_021002-RA
Pcer_chr6B 16302120 16302621 Pcer_021003-RA
Pcer_chr6B 16325669 16328874 Pcer_021004-RA
Pcer_chr6B 16364177 16365743 Pcer_021005-RA
Pcer_chr6B 16446875 16447273 Pcer_021006-RA
Pcer_chr6B 16449989 16456520 Pcer_021007-RA
Pcer_chr6B 16459797 16462499 Pcer_021008-RA
Pcer_chr6B 16465506 16466821 Pcer_021009-RA
Pcer_chr6B 16489386 16492893 Pcer_021010-RA
Pcer_chr6B 16509955 16510881 Pcer_021011-RA
Pcer_chr6B 16566796 16571083 Pcer_021012-RA
Pcer_chr6B 16614725 16615672 Pcer_021013-RA
Pcer_chr6B 16627171 16633845 Pcer_021014-RA
Pcer_chr6B 16634612 16635181 Pcer_021015-RA
Pcer_chr6B 16686058 16687583 Pcer_021016-RA
Pcer_chr6B 16707050 16709968 Pcer_021017-RA
Pcer_chr6B 16744582 16747939 Pcer_021018-RA
Pcer_chr6B 16755620 16756213 Pcer_021019-RA
Pcer_chr6B 16757216 16760299 Pcer_021020-RA
Pcer_chr6B 16761187 16763394 Pcer_021021-RA
Pcer_chr6B 16764612 16768714 Pcer_021022-RA
Pcer_chr6B 16793302 16795453 Pcer_021023-RA
Pcer_chr6B 16813217 16818482 Pcer_021024-RA
Pcer_chr6B 16820679 16824938 Pcer_021025-RA
Pcer_chr6B 16844431 16846566 Pcer_021026-RA
Pcer_chr6B 16876496 16877155 Pcer_021027-RA
Pcer_chr6B 16940905 16941420 Pcer_021028-RA
Pcer_chr6B 16942862 16947832 Pcer_021029-RA
Pcer_chr6B 16980709 16987826 Pcer_021030-RA
Pcer_chr6B 16988820 16991270 Pcer_021031-RA
Pcer_chr6B 16992231 16994669 Pcer_021032-RA
Pcer_chr6B 16996595 16998897 Pcer_021033-RA
Pcer_chr6B 17027384 17029708 Pcer_021034-RA
Pcer_chr6B 17107301 17108224 Pcer_021035-RA
Pcer_chr6B 17108467 17112121 Pcer_021036-RA
Pcer_chr6B 17112171 17117578 Pcer_021037-RA
Pcer_chr6B 17143818 17144388 Pcer_021038-RA
Pcer_chr6B 17319785 17321257 Pcer_021039-RA
Pcer_chr6B 17322502 17325298 Pcer_021040-RA
Pcer_chr6B 17332057 17334694 Pcer_021041-RA
Pcer_chr6B 17711270 17713751 Pcer_021042-RA
Pcer_chr6B 17766985 17769269 Pcer_021043-RA
Pcer_chr6B 17888841 17891800 Pcer_021044-RA
Pcer_chr6B 18115680 18117029 Pcer_021045-RA
Pcer_chr6B 18122402 18125364 Pcer_021046-RA
Pcer_chr6B 18127750 18129216 Pcer_021047-RA
Pcer_chr6B 18337208 18339672 Pcer_021048-RA
Pcer_chr6B 18371091 18377629 Pcer_021049-RA
Pcer_chr6B 18378226 18379770 Pcer_021050-RA
Pcer_chr6B 18445044 18445885 Pcer_021051-RA
Pcer_chr6B 18448603 18453454 Pcer_021052-RA
Pcer_chr6B 18463830 18490184 Pcer_021053-RA
Pcer_chr6B 18537857 18538882 Pcer_021054-RA
Pcer_chr6B 18639921 18651094 Pcer_021055-RA
Pcer_chr6B 18652657 18658200 Pcer_021056-RA
Pcer_chr6B 18663139 18665016 Pcer_021057-RA
Pcer_chr6B 18665790 18668883 Pcer_021058-RA
Pcer_chr6B 18724184 18729424 Pcer_021059-RA
Pcer_chr6B 18743872 18747408 Pcer_021060-RA
Pcer_chr6B 18769850 18774288 Pcer_021061-RA
Pcer_chr6B 18899174 18921988 Pcer_021062-RA
Pcer_chr6B 18922582 18928734 Pcer_021063-RA
Pcer_chr6B 18953090 18955500 Pcer_021064-RA
Pcer_chr6B 18955959 18958322 Pcer_021065-RA
Pcer_chr6B 18965386 18968024 Pcer_021066-RA
Pcer_chr6B 18968389 18972146 Pcer_021067-RA
Pcer_chr6B 18995530 19009184 Pcer_021068-RA
Pcer_chr6B 19010117 19015622 Pcer_021069-RA
Pcer_chr6B 19016802 19020525 Pcer_021070-RA
Pcer_chr6B 19022520 19026522 Pcer_021071-RA
Pcer_chr6B 19035438 19037977 Pcer_021072-RA
Pcer_chr6B 19099337 19100600 Pcer_021073-RA
Pcer_chr6B 19125750 19128381 Pcer_021074-RA
Pcer_chr6B 19129008 19133310 Pcer_021075-RA
Pcer_chr6B 19144022 19146280 Pcer_021076-RA
Pcer_chr6B 19156798 19157511 Pcer_021077-RA
Pcer_chr6B 19158581 19160695 Pcer_021078-RA
Pcer_chr6B 19244062 19244325 Pcer_021079-RA
Pcer_chr6B 19266142 19271130 Pcer_021080-RA
Pcer_chr6B 19273461 19276216 Pcer_021081-RA
Pcer_chr6B 19280076 19281572 Pcer_021082-RA
Pcer_chr6B 19297266 19301670 Pcer_021083-RA
Pcer_chr6B 19334010 19337596 Pcer_021084-RA
Pcer_chr6B 19337493 19347583 Pcer_021085-RA
Pcer_chr6B 19360919 19363249 Pcer_021086-RA
Pcer_chr6B 19367614 19371599 Pcer_021087-RA
Pcer_chr6B 19373977 19375083 Pcer_021088-RA
Pcer_chr6B 19379646 19383834 Pcer_021089-RA
Pcer_chr6B 19384083 19390349 Pcer_021090-RA
Pcer_chr6B 19401309 19401887 Pcer_021091-RA
Pcer_chr6B 19405850 19406596 Pcer_021092-RA
Pcer_chr6B 19419511 19421748 Pcer_021093-RA
Pcer_chr6B 19426376 19428645 Pcer_021094-RA
Pcer_chr6B 19428930 19441938 Pcer_021095-RA
Pcer_chr6B 19474832 19483208 Pcer_021096-RA
Pcer_chr6B 19483163 19484334 Pcer_021097-RA
Pcer_chr6B 19484615 19489202 Pcer_021098-RA
Pcer_chr6B 19489596 19490169 Pcer_021099-RA
Pcer_chr6B 19497138 19500193 Pcer_021100-RA
Pcer_chr6B 19505844 19507802 Pcer_021101-RA
Pcer_chr6B 19510380 19513499 Pcer_021102-RA
Pcer_chr6B 19517509 19520082 Pcer_021103-RA
Pcer_chr6B 19576302 19584151 Pcer_021104-RA
Pcer_chr6B 19584208 19589662 Pcer_021105-RA
Pcer_chr6B 19648566 19648946 Pcer_021106-RA
Pcer_chr6B 19648977 19650592 Pcer_021107-RA
Pcer_chr6B 19691044 19691730 Pcer_021108-RA
Pcer_chr6B 19694914 19699230 Pcer_021109-RA
Pcer_chr6B 19699398 19710627 Pcer_021110-RA
Pcer_chr6B 19714306 19716123 Pcer_021111-RA
Pcer_chr6B 19719777 19720937 Pcer_021112-RA
Pcer_chr6B 19737714 19738584 Pcer_021113-RA
Pcer_chr6B 19779665 19786880 Pcer_021114-RA
Pcer_chr6B 19790369 19794400 Pcer_021115-RA
Pcer_chr6B 19808226 19810438 Pcer_021116-RA
Pcer_chr6B 19846098 19851961 Pcer_021117-RA
Pcer_chr6B 19852965 19862474 Pcer_021118-RA
Pcer_chr6B 19862813 19869867 Pcer_021119-RA
Pcer_chr6B 19887383 19889424 Pcer_021120-RA
Pcer_chr6B 19911197 19919066 Pcer_021121-RA
Pcer_chr6B 19920543 19920782 Pcer_021122-RA
Pcer_chr6B 19935508 19938131 Pcer_021123-RA
Pcer_chr6B 19947741 19947956 Pcer_021124-RA
Pcer_chr6B 19954682 19955893 Pcer_021125-RA
Pcer_chr6B 19997986 20004705 Pcer_021126-RA
Pcer_chr6B 20007659 20013022 Pcer_021127-RA
Pcer_chr6B 20014076 20015053 Pcer_021128-RA
Pcer_chr6B 20015880 20020634 Pcer_021129-RA
Pcer_chr6B 20040325 20042968 Pcer_021130-RA
Pcer_chr6B 20043021 20049739 Pcer_021131-RA
Pcer_chr6B 20053822 20063902 Pcer_021132-RA
Pcer_chr6B 20064952 20070111 Pcer_021133-RA
Pcer_chr6B 20106353 20107350 Pcer_021134-RA
Pcer_chr6B 20141397 20142508 Pcer_021135-RA
Pcer_chr6B 20144934 20148260 Pcer_021136-RA
Pcer_chr6B 20155703 20156457 Pcer_021137-RA
Pcer_chr6B 20164733 20166919 Pcer_021138-RA
Pcer_chr6B 20189078 20190174 Pcer_021139-RA
Pcer_chr6B 20198516 20199429 Pcer_021140-RA
Pcer_chr6B 20217818 20223197 Pcer_021141-RA
Pcer_chr6B 20223479 20226977 Pcer_021142-RA
Pcer_chr6B 20229182 20230712 Pcer_021143-RA
Pcer_chr6B 20231940 20236825 Pcer_021144-RA
Pcer_chr6B 20261352 20265821 Pcer_021145-RA
Pcer_chr6B 20318414 20320729 Pcer_021146-RA
Pcer_chr6B 20332129 20336123 Pcer_021147-RA
Pcer_chr6B 20339805 20340359 Pcer_021148-RA
Pcer_chr6B 20361280 20361807 Pcer_021149-RA
Pcer_chr6B 20363971 20365274 Pcer_021150-RA
Pcer_chr6B 20379190 20381407 Pcer_021151-RA
Pcer_chr6B 20385475 20390838 Pcer_021152-RA
Pcer_chr6B 20392936 20397038 Pcer_021153-RA
Pcer_chr6B 20398335 20401633 Pcer_021154-RA
Pcer_chr6B 20417475 20419895 Pcer_021155-RA
Pcer_chr6B 20432259 20433189 Pcer_021156-RA
Pcer_chr6B 20442539 20447740 Pcer_021157-RA
Pcer_chr6B 20482164 20484180 Pcer_021158-RA
Pcer_chr6B 20496380 20501477 Pcer_021159-RA
Pcer_chr6B 20502633 20506522 Pcer_021160-RA
Pcer_chr6B 20513958 20519866 Pcer_021161-RA
Pcer_chr6B 20525191 20530054 Pcer_021162-RA
Pcer_chr6B 20525391 20530359 Pcer_021163-RA
Pcer_chr6B 20530129 20535178 Pcer_021164-RA
Pcer_chr6B 20554377 20557344 Pcer_021165-RA
Pcer_chr6B 20570527 20571159 Pcer_021166-RA
Pcer_chr6B 20571813 20575589 Pcer_021167-RA
Pcer_chr6B 20596066 20597193 Pcer_021168-RA
Pcer_chr6B 20619327 20622051 Pcer_021169-RA
Pcer_chr6B 20630341 20631144 Pcer_021170-RA
Pcer_chr6B 20658375 20661243 Pcer_021171-RA
Pcer_chr6B 20663609 20666671 Pcer_021172-RA
Pcer_chr6B 20674574 20680522 Pcer_021173-RA
Pcer_chr6B 20693987 20695714 Pcer_021174-RA
Pcer_chr6B 20702326 20704781 Pcer_021175-RA
Pcer_chr6B 20751393 20754780 Pcer_021176-RA
Pcer_chr6B 20758682 20762989 Pcer_021177-RA
Pcer_chr6B 20787979 20793077 Pcer_021178-RA
Pcer_chr6B 20819761 20822803 Pcer_021179-RA
Pcer_chr6B 20844707 20847594 Pcer_021180-RA
Pcer_chr6B 20873046 20876237 Pcer_021181-RA
Pcer_chr6B 20879440 20880000 Pcer_021182-RA
Pcer_chr6B 20916167 20917111 Pcer_021183-RA
Pcer_chr6B 20943473 20944297 Pcer_021184-RA
Pcer_chr6B 20951701 20954559 Pcer_021185-RA
Pcer_chr6B 20957353 20958289 Pcer_021186-RA
Pcer_chr6B 21016953 21018920 Pcer_021187-RA
Pcer_chr6B 21023101 21025433 Pcer_021188-RA
Pcer_chr6B 21039185 21041597 Pcer_021189-RA
Pcer_chr6B 21043642 21046772 Pcer_021190-RA
Pcer_chr6B 21057399 21058223 Pcer_021191-RA
Pcer_chr6B 21062899 21066280 Pcer_021192-RA
Pcer_chr6B 21106095 21106831 Pcer_021193-RA
Pcer_chr6B 21108623 21113636 Pcer_021194-RA
Pcer_chr6B 21115088 21116287 Pcer_021195-RA
Pcer_chr6B 21120236 21123493 Pcer_021196-RA
Pcer_chr6B 21132930 21135078 Pcer_021197-RA
Pcer_chr6B 21166760 21169757 Pcer_021198-RA
Pcer_chr6B 21173037 21174695 Pcer_021199-RA
Pcer_chr6B 21175764 21179080 Pcer_021200-RA
Pcer_chr6B 21181030 21181731 Pcer_021201-RA
Pcer_chr6B 21182528 21183439 Pcer_021202-RA
Pcer_chr6B 21242272 21245461 Pcer_021203-RA
Pcer_chr6B 21252977 21256213 Pcer_021204-RA
Pcer_chr6B 21259785 21260846 Pcer_021205-RA
Pcer_chr6B 21283577 21288740 Pcer_021206-RA
Pcer_chr6B 21290299 21291760 Pcer_021207-RA
Pcer_chr6B 21294584 21297731 Pcer_021208-RA
Pcer_chr6B 21300212 21303522 Pcer_021209-RA
Pcer_chr6B 21307086 21308000 Pcer_021210-RA
Pcer_chr6B 21317680 21318504 Pcer_021211-RA
Pcer_chr6B 21324151 21328198 Pcer_021212-RA
Pcer_chr6B 21337048 21338067 Pcer_021213-RA
Pcer_chr6B 21356837 21359661 Pcer_021214-RA
Pcer_chr6B 21366587 21367918 Pcer_021215-RA
Pcer_chr6B 21372510 21377821 Pcer_021216-RA
Pcer_chr6B 21386454 21386702 Pcer_021217-RA
Pcer_chr6B 21387803 21388039 Pcer_021218-RA
Pcer_chr6B 21417215 21423267 Pcer_021219-RA
Pcer_chr6B 21424031 21424409 Pcer_021220-RA
Pcer_chr6B 21428689 21428943 Pcer_021221-RA
Pcer_chr6B 21441846 21443318 Pcer_021222-RA
Pcer_chr6B 21451378 21452739 Pcer_021223-RA
Pcer_chr6B 21459942 21461453 Pcer_021224-RA
Pcer_chr6B 21474665 21475276 Pcer_021225-RA
Pcer_chr6B 21476286 21478055 Pcer_021226-RA
Pcer_chr6B 21478944 21481460 Pcer_021227-RA
Pcer_chr6B 21482886 21485233 Pcer_021228-RA
Pcer_chr6B 21485423 21488656 Pcer_021229-RA
Pcer_chr6B 21489673 21492462 Pcer_021230-RA
Pcer_chr6B 21493090 21497566 Pcer_021231-RA
Pcer_chr6B 21497668 21507831 Pcer_021232-RA
Pcer_chr6B 21541532 21544771 Pcer_021233-RA
Pcer_chr6B 21545985 21552883 Pcer_021234-RA
Pcer_chr6B 21546254 21546691 Pcer_021235-RA
Pcer_chr6B 21554799 21559116 Pcer_021236-RA
Pcer_chr6B 21578150 21578880 Pcer_021237-RA
Pcer_chr6B 21578950 21581391 Pcer_021238-RA
Pcer_chr6B 21582406 21589353 Pcer_021239-RA
Pcer_chr6B 21607270 21611202 Pcer_021240-RA
Pcer_chr6B 21612631 21618442 Pcer_021241-RA
Pcer_chr6B 21661160 21670561 Pcer_021242-RA
Pcer_chr6B 21673088 21678690 Pcer_021243-RA
Pcer_chr6B 21679277 21681146 Pcer_021244-RA
Pcer_chr6B 21681478 21682542 Pcer_021245-RA
Pcer_chr6B 21696380 21698016 Pcer_021246-RA
Pcer_chr6B 21754241 21755137 Pcer_021247-RA
Pcer_chr6B 21854469 21855518 Pcer_021248-RA
Pcer_chr6B 21917761 21928238 Pcer_021249-RA
Pcer_chr6B 21936778 21938757 Pcer_021250-RA
Pcer_chr6B 21944361 21947143 Pcer_021251-RA
Pcer_chr6B 21947426 21949527 Pcer_021252-RA
Pcer_chr6B 21951811 21954172 Pcer_021253-RA
Pcer_chr6B 21961620 21962609 Pcer_021254-RA
Pcer_chr6B 21966926 21969113 Pcer_021255-RA
Pcer_chr6B 22005932 22006909 Pcer_021256-RA
Pcer_chr6B 22017050 22020109 Pcer_021257-RA
Pcer_chr6B 22060734 22063171 Pcer_021258-RA
Pcer_chr6B 22073758 22079359 Pcer_021259-RA
Pcer_chr6B 22087727 22090724 Pcer_021260-RA
Pcer_chr6B 22093110 22096073 Pcer_021261-RA
Pcer_chr6B 22103373 22104470 Pcer_021262-RA
Pcer_chr6B 22119297 22121810 Pcer_021263-RA
Pcer_chr6B 22127564 22129384 Pcer_021264-RA
Pcer_chr6B 22140098 22141042 Pcer_021265-RA
Pcer_chr6B 22144019 22146061 Pcer_021266-RA
Pcer_chr6B 22170279 22173681 Pcer_021267-RA
Pcer_chr6B 22185052 22186723 Pcer_021268-RA
Pcer_chr6B 22198549 22200971 Pcer_021269-RA
Pcer_chr6B 22201054 22201479 Pcer_021270-RA
Pcer_chr6B 22256968 22259168 Pcer_021271-RA
